,user_id,item_id,rating
213,305,471,4
214,52,280,3
215,161,202,5
216,148,408,5
217,125,235,2
218,97,228,5
219,58,1098,4
220,83,234,4
221,90,347,4
222,272,178,5
223,194,181,3
224,125,478,4
225,110,688,1
226,299,14,4
227,151,10,5
228,269,127,4
229,6,14,5
230,54,106,3
231,303,69,5
232,16,944,1
233,301,790,4
234,276,1091,3
235,305,214,2
236,194,1028,2
237,91,323,2
238,87,554,4
239,294,109,4
240,286,171,4
241,200,318,5
242,229,328,1
243,178,568,4
244,303,842,2
245,62,65,4
246,207,591,3
247,92,172,4
248,301,401,4
249,36,339,5
250,70,746,3
251,63,242,3
252,28,201,3
253,279,68,4
254,250,7,4
255,14,98,3
256,299,1018,3
257,194,54,3
258,303,815,3
259,119,237,5
260,295,218,5
261,268,930,2
262,268,2,2
263,66,258,4
264,233,202,5
265,83,623,4
266,214,334,3
267,192,476,2
268,100,344,4
269,268,145,1
270,301,56,4
271,307,89,5
272,234,141,3
273,83,576,4
274,181,264,2
275,297,133,4
276,38,153,5
277,7,382,4
278,264,813,4
279,181,872,1
280,201,146,1
281,85,507,4
282,269,367,3
283,59,468,3
284,286,143,4
285,193,96,1
286,113,595,5
287,292,11,5
288,130,1014,3
289,275,98,4
290,189,520,5
291,219,82,1
292,218,209,5
293,123,427,3
294,119,222,5
295,158,177,4
296,222,118,4
297,302,322,2
298,279,501,3
299,301,79,5
300,181,3,2
301,201,695,1
302,13,198,3
303,1,189,3
304,145,237,5
305,23,385,4
306,201,767,4
307,296,705,5
308,42,546,3
309,33,872,3
310,301,554,3
311,16,64,5
312,95,135,3
313,154,357,4
314,77,484,5
315,296,508,5
316,302,303,2
317,244,673,3
318,222,77,4
319,13,215,5
320,16,705,5
321,270,452,4
322,145,15,2
323,187,64,5
324,200,304,5
325,170,749,5
326,101,829,3
327,184,218,3
328,128,204,4
329,181,1295,1
330,184,153,3
331,1,33,4
332,1,160,4
333,184,321,5
334,54,595,3
335,94,343,4
336,128,508,4
337,23,323,2
338,301,227,3
339,301,191,3
340,112,903,1
341,82,183,3
342,222,724,3
343,218,430,3
344,308,1197,4
345,303,134,5
346,133,751,3
347,215,212,2
348,69,256,5
349,254,662,4
350,276,2,4
351,104,984,1
352,63,1067,3
353,267,410,4
354,13,56,5
355,240,879,3
356,286,237,2
357,294,271,5
358,90,1086,4
359,18,26,4
360,92,229,3
361,308,649,4
362,144,89,3
363,191,302,4
364,59,951,3
365,200,96,5
366,16,197,5
367,61,678,3
368,271,199,4
369,271,709,3
370,142,169,5
371,275,597,3
372,222,151,3
373,87,40,3
374,207,258,4
375,272,1393,2
376,177,333,4
377,207,1115,2
378,299,577,3
379,271,378,4
380,305,425,4
381,49,959,2
382,94,1224,3
383,130,1017,3
384,10,175,3
385,203,321,3
386,191,286,4
387,43,323,3
388,21,558,5
389,197,96,5
390,13,344,2
391,194,66,3
392,234,206,4
393,308,402,4
394,308,640,4
395,269,522,5
396,94,265,4
397,268,62,3
398,272,12,5
399,121,291,3
400,296,20,5
401,134,286,3
402,180,462,5
403,234,612,3
404,104,117,2
405,38,758,1
406,269,845,1
407,7,163,4
408,234,1451,3
409,275,405,2
410,52,250,3
411,102,823,3
412,13,186,4
413,178,731,4
414,236,71,3
415,256,781,5
416,263,176,5
417,244,186,3
418,279,1181,4
419,43,815,4
420,83,78,2
421,151,197,5
422,254,436,2
423,109,631,3
424,297,716,3
425,249,188,4
426,144,699,4
427,301,604,4
428,64,392,3
429,92,501,2
430,222,97,4
431,268,436,3
432,293,135,5
433,213,173,5
434,160,460,2
435,13,498,4
436,59,715,5
437,5,17,4
438,125,163,5
439,174,315,5
440,114,505,3
441,213,515,4
442,23,196,2
443,128,15,4
444,239,56,4
445,181,279,1
446,291,80,4
447,250,238,4
448,201,649,3
449,60,60,5
450,181,325,2
451,119,407,3
452,216,228,3
453,216,531,4
454,203,471,4
455,92,587,3
456,13,892,3
457,213,176,4
458,286,288,5
459,117,1047,2
460,99,111,1
461,11,558,3
462,65,47,2
463,295,194,4
464,269,217,2
465,85,259,2
466,250,596,5
467,137,144,5
468,201,960,2
469,257,137,4
470,111,328,4
471,91,480,4
472,215,211,4
473,181,938,1
474,189,1060,5
475,1,20,4
476,303,404,4
477,299,305,3
478,187,210,4
479,222,278,2
480,214,568,4
481,293,770,3
482,285,191,4
483,303,252,3
484,96,156,4
485,72,1110,3
486,115,1067,4
487,7,430,3
488,116,350,3
489,73,480,4
490,269,246,5
491,263,419,5
492,70,431,3
493,221,475,4
494,72,182,5
495,25,357,4
496,290,50,5
497,189,526,4
498,299,303,3
499,264,294,3
500,200,365,5
501,187,135,4
502,184,187,4
503,63,289,2
504,13,229,4
505,298,486,3
506,235,185,4
507,62,712,4
508,246,94,2
509,54,742,5
510,63,762,3
511,11,732,3
512,92,168,4
513,8,550,3
514,307,174,4
515,303,200,4
516,256,849,2
517,72,54,3
518,164,406,2
519,117,150,4
520,224,77,4
521,193,869,3
522,94,184,2
523,281,338,2
524,130,109,3
525,128,371,1
526,94,720,1
527,182,845,3
528,129,873,1
529,254,229,4
530,64,381,4
531,151,176,2
532,45,25,4
533,193,879,3
534,276,922,4
535,276,57,3
536,234,187,4
537,181,306,1
538,21,370,1
539,293,249,3
540,264,721,5
541,10,611,5
542,197,346,3
543,276,142,3
544,308,427,4
545,221,943,4
546,131,126,4
547,268,824,2
548,109,8,3
549,198,58,3
550,230,680,4
551,181,741,1
552,192,1061,4
553,234,448,3
554,90,900,4
555,193,941,4
556,128,603,5
557,126,905,2
558,244,265,4
559,90,289,3
560,157,25,3
561,305,71,3
562,119,382,5
563,21,222,2
564,231,181,4
565,280,508,3
566,288,132,3
567,279,1497,2
568,301,33,4
569,72,699,3
570,90,259,2
571,308,55,3
572,59,742,3
573,94,744,4
574,130,642,4
575,26,1015,3
576,56,121,5
577,82,508,2
578,62,12,4
579,276,40,3
580,181,1015,1
581,152,301,3
582,178,845,4
583,217,597,4
584,79,303,4
585,138,484,4
586,308,81,5
587,75,284,2
588,269,198,4
589,307,94,3
590,222,781,3
591,121,740,3
592,269,22,1
593,13,864,4
594,230,742,5
595,269,507,4
596,239,1099,5
597,245,1028,5
598,56,546,3
599,295,961,5
600,271,1028,2
601,222,812,2
602,69,240,3
603,10,7,4
604,22,376,3
605,294,931,3
606,82,717,1
607,279,399,4
608,269,234,1
609,6,98,5
610,243,1039,4
611,298,181,4
612,282,325,1
613,78,323,1
614,118,200,5
615,283,1114,5
616,171,292,4
617,70,217,4
618,10,100,5
619,245,181,4
620,107,333,3
621,246,561,1
622,13,901,1
623,276,70,4
624,244,17,2
625,189,56,5
626,226,242,5
627,62,1016,4
628,276,417,4
629,214,478,4
630,306,235,4
631,222,26,3
632,280,631,5
633,60,430,5
634,56,71,4
635,42,274,5
636,1,202,5
637,13,809,4
638,173,289,4
639,15,749,1
640,185,23,4
641,280,540,3
642,244,381,4
643,150,293,4
644,7,497,4
645,178,317,4
646,178,742,3
647,95,1217,3
648,234,1462,3
649,97,222,5
650,109,127,2
651,117,268,5
652,269,705,2
653,130,1246,3
654,264,655,4
655,207,13,3
656,42,588,5
657,246,409,2
658,87,367,4
659,101,304,3
660,256,127,4
661,92,794,3
662,181,762,2
663,213,235,1
664,92,739,2
665,292,661,5
666,246,665,4
667,274,845,5
668,188,692,5
669,18,86,4
670,5,439,1
671,236,632,3
672,193,407,4
673,144,709,4
674,90,1198,5
675,48,609,4
676,5,225,2
677,22,128,5
678,311,432,4
679,8,22,5
680,276,188,4
681,222,173,5
682,72,866,4
683,299,134,4
684,1,171,5
685,308,295,3
686,165,216,4
687,222,49,3
688,181,121,4
689,200,11,5
690,234,626,4
691,244,707,4
692,90,25,5
693,208,216,5
694,263,96,4
695,134,323,4
696,279,586,4
697,2,292,4
698,288,593,2
699,49,302,4
700,286,153,5
701,205,304,3
702,22,80,4
703,234,318,4
704,223,328,3
705,15,25,3
706,268,147,4
707,94,1220,3
708,274,405,4
709,7,492,5
710,268,217,2
711,16,55,5
712,164,620,3
713,290,161,4
714,92,515,4
715,239,1070,5
716,56,449,5
717,248,234,4
718,234,10,3
719,280,1049,2
720,308,187,5
721,276,64,5
722,192,948,3
723,122,509,4
724,85,588,3
725,262,931,2
726,201,272,3
727,181,870,2
728,295,739,4
729,263,568,4
730,295,39,4
731,201,1100,4
732,93,820,3
733,159,1028,5
734,158,665,2
735,293,423,3
736,82,597,3
737,276,181,5
738,13,823,5
739,217,2,3
740,83,660,4
741,189,20,5
742,222,796,4
743,146,1022,5
744,267,121,3
745,126,294,3
746,181,1060,1
747,125,80,4
748,43,120,4
749,13,780,1
750,253,259,2
751,42,44,3
752,77,518,4
753,291,686,5
754,268,21,3
755,262,28,3
756,234,81,3
757,29,245,3
758,236,57,5
759,158,729,3
760,156,661,4
761,232,52,5
762,168,866,5
763,37,288,4
764,141,245,3
765,235,230,4
766,102,70,3
767,77,172,3
768,90,506,5
769,186,566,5
770,44,660,5
771,118,774,5
772,7,661,5
773,49,1003,2
774,62,68,1
775,42,1028,4
776,178,433,4
777,85,51,2
778,77,474,5
779,58,1099,2
780,56,1047,4
781,197,688,1
782,286,99,4
783,90,258,3
784,181,1288,1
785,295,190,4
786,224,69,4
787,272,317,4
788,221,1010,3
789,66,877,1
790,207,318,5
791,234,487,3
792,7,648,5
793,87,82,5
794,195,1052,1
795,44,449,5
796,306,287,4
797,194,172,3
798,94,62,3
799,167,659,4
800,108,100,4
801,230,304,5
802,181,927,1
803,54,302,4
804,90,22,4
805,181,696,2
806,286,357,4
807,14,269,4
808,311,179,2
809,92,121,5
810,21,440,1
811,244,550,1
812,181,405,4
813,65,806,4
814,37,540,2
815,44,443,5
816,244,183,4
817,1,265,4
818,270,25,5
819,299,387,2
820,94,572,3
821,286,746,4
822,239,272,5
823,216,55,5
824,254,121,3
825,62,665,2
826,178,385,4
827,194,23,4
828,268,955,3
829,188,143,5
830,276,294,4
831,158,1098,4
832,207,845,3
833,161,48,1
834,305,654,4
835,47,324,3
836,64,736,4
837,191,751,3
838,7,378,5
839,59,92,5
840,69,268,5
841,10,461,3
842,21,129,4
843,58,9,4
844,194,152,3
845,7,200,5
846,113,126,5
847,173,328,5
848,95,233,4
849,16,194,5
850,59,323,4
851,311,654,3
852,292,589,4
853,43,203,4
854,79,50,4
855,235,70,5
856,125,190,5
857,284,322,3
858,303,161,5
859,254,378,3
860,255,1034,1
861,104,301,2
862,90,923,5
863,6,463,4
864,279,122,1
865,286,298,4
866,222,448,3
867,297,57,5
868,42,625,3
869,130,1217,4
870,254,357,3
871,109,475,1
872,230,1444,2
873,244,310,3
874,6,301,2
875,36,748,4
876,256,443,3
877,102,515,1
878,104,285,4
879,21,447,5
880,111,301,4
881,18,408,5
882,25,222,4
883,110,944,3
884,270,98,5
885,68,237,5
886,83,215,4
887,6,258,2
888,89,216,5
889,128,317,4
890,305,512,4
891,184,412,2
892,286,175,5
893,279,1428,3
894,256,86,5
895,221,48,5
896,140,332,3
897,190,977,2
898,11,227,3
899,201,203,5
900,150,181,5
901,126,245,3
902,20,208,2
903,144,742,4
904,181,930,1
905,109,566,4
906,85,1065,3
907,213,133,3
908,222,379,1
909,223,11,3
910,215,421,4
911,218,208,3
912,174,937,5
913,275,186,3
914,68,742,1
915,268,583,4
916,160,462,4
917,195,273,4
918,224,178,4
919,5,110,1
920,99,1016,5
921,2,251,5
922,292,9,4
923,72,568,4
924,85,228,3
925,83,281,5
926,92,831,2
927,7,543,3
928,87,401,2
929,287,926,4
930,1,155,2
931,234,632,2
932,222,53,5
933,24,64,5
934,7,554,3
935,82,56,3
936,161,318,3
937,196,393,4
938,56,91,4
939,82,477,3
940,7,472,2
941,256,761,4
942,226,56,4
943,279,741,5
944,308,1286,3
945,16,8,5
946,180,202,3
947,203,93,4
948,145,56,5
949,288,305,4
950,84,742,3
951,44,644,3
952,17,13,3
953,313,117,4
954,197,347,4
955,21,164,5
956,279,982,3
957,239,491,5
958,185,287,5
959,297,89,4
960,303,68,4
961,186,250,1
962,73,206,3
963,104,756,2
964,94,216,3
965,239,194,5
966,197,511,5
967,1,117,3
968,224,583,1
969,303,397,1
970,60,162,4
971,198,258,4
972,239,513,5
973,6,69,3
974,233,375,4
975,85,642,4
976,110,38,3
977,184,522,3
978,99,873,1
979,13,418,2
980,201,518,4
981,13,858,1
982,214,131,3
983,296,228,4
984,222,87,3
985,279,725,4
986,217,182,2
987,85,433,3
988,239,234,3
989,13,72,4
990,194,77,3
991,208,663,5
992,109,178,3
993,230,172,4
994,59,485,2
995,313,478,3
996,70,1133,3
997,62,182,5
998,198,234,3
999,65,125,4
1000,174,660,5
1001,90,12,5
1002,130,1248,3
1003,100,354,2
1004,283,432,5
1005,275,418,3
1006,311,98,5
1007,195,751,4
1008,130,105,4
1009,269,252,1
1010,286,73,5
1011,7,623,3
1012,56,222,5
1013,210,204,5
1014,239,9,5
1015,96,87,4
1016,297,73,2
1017,249,239,3
1018,94,860,2
1019,84,121,4
1020,275,265,4
1021,135,1046,3
1022,291,1178,4
1023,125,382,1
1024,70,399,4
1025,311,9,4
1026,301,523,4
1027,152,685,5
1028,244,172,4
1029,275,1091,2
1030,53,281,4
1031,198,118,2
1032,244,790,4
1033,26,125,4
1034,151,13,3
1035,124,496,1
1036,24,191,5
1037,271,65,3
1038,307,634,3
1039,294,1245,3
1040,234,241,2
1041,25,501,3
1042,293,137,3
1043,201,432,3
1044,75,240,1
1045,13,181,5
1046,207,68,2
1047,2,50,5
1048,313,566,4
1049,144,125,4
1050,188,443,4
1051,276,324,4
1052,145,974,1
1053,72,234,4
1054,83,385,4
1055,181,619,3
1056,109,402,4
1057,207,107,3
1058,185,216,4
1059,14,213,5
1060,149,319,2
1061,57,79,5
1062,230,963,5
1063,176,875,4
1064,253,97,4
1065,284,269,4
1066,106,526,4
1067,121,180,3
1068,62,86,2
1069,291,418,4
1070,84,1033,4
1071,293,380,2
1072,207,58,3
1073,194,187,4
1074,109,97,3
1075,283,845,4
1076,297,275,5
1077,181,334,1
1078,78,255,4
1079,11,425,4
1080,308,59,4
1081,193,1078,4
1082,297,234,3
1083,87,585,4
1084,250,204,2
1085,8,50,5
1086,186,148,4
1087,312,692,4
1088,91,683,3
1089,5,454,1
1090,291,376,3
1091,175,127,5
1092,145,737,2
1093,7,644,5
1094,276,419,5
1095,83,210,5
1096,102,524,3
1097,153,174,1
1098,62,302,3
1099,49,995,3
1100,268,298,3
1101,207,554,2
1102,313,616,5
1103,286,44,3
1104,279,168,5
1105,276,474,5
1106,62,59,4
1107,254,219,1
1108,83,97,4
1109,63,100,5
1110,16,178,5
1111,297,233,2
1112,90,945,5
1113,85,25,2
1114,42,98,4
1115,303,393,4
1116,274,50,5
1117,104,299,3
1118,94,792,4
1119,184,98,4
1120,293,708,3
1121,248,589,4
1122,18,950,3
1123,217,27,1
1124,200,892,4
1125,201,148,1
1126,296,222,5
1127,7,662,3
1128,196,381,4
1129,69,427,3
1130,72,196,4
1131,256,472,4
1132,128,182,4
1133,151,747,3
1134,7,171,3
1135,286,85,5
1136,172,220,4
1137,308,516,4
1138,190,974,2
1139,82,756,1
1140,308,436,4
1141,59,235,1
1142,64,1063,3
1143,145,756,2
1144,220,298,4
1145,21,324,4
1146,285,269,4
1147,207,65,3
1148,198,658,3
1149,220,333,3
1150,210,70,4
1151,181,14,1
1152,158,128,2
1153,143,682,3
1154,75,237,2
1155,199,221,4
1156,223,1150,2
1157,297,25,4
1158,276,78,4
1159,299,847,4
1160,293,325,2
1161,301,138,2
1162,1,47,4
1163,164,281,4
1164,96,673,4
1165,291,1016,4
1166,7,451,5
1167,233,177,4
1168,6,517,4
1169,202,283,3
1170,214,117,4
1171,184,602,4
1172,277,257,3
1173,194,212,1
1174,95,68,4
1175,25,257,4
1176,6,23,4
1177,38,573,1
1178,313,436,4
1179,22,241,3
1180,262,617,3
1181,130,569,3
1182,66,181,5
1183,21,948,1
1184,181,1332,1
1185,262,174,3
1186,206,302,5
1187,222,22,5
1188,76,61,4
1189,151,703,4
1190,314,28,5
1191,13,147,3
1192,44,258,4
1193,303,418,4
1194,16,89,2
1195,270,558,5
1196,248,117,5
1197,125,318,5
1198,138,523,5
1199,268,386,2
1200,291,15,5
1201,234,147,3
1202,239,96,5
1203,15,331,3
1204,94,155,2
1205,136,89,4
1206,223,423,3
1207,82,194,4
1208,145,355,3
1209,280,845,3
1210,179,339,1
1211,178,199,4
1212,307,949,4
1213,10,488,5
1214,116,331,3
1215,23,258,5
1216,308,174,4
1217,185,114,4
1218,188,237,3
1219,118,654,5
1220,246,721,4
1221,234,98,4
1222,194,239,3
1223,94,24,4
1224,122,378,4
1225,312,100,4
1226,262,64,5
1227,154,242,3
1228,223,763,3
1229,99,403,4
1230,83,43,4
1231,130,307,4
1232,174,402,5
1233,256,487,5
1234,59,177,4
1235,161,168,1
1236,244,53,3
1237,250,196,4
1238,43,40,3
1239,285,150,5
1240,42,953,2
1241,97,670,5
1242,122,510,4
1243,61,323,3
1244,222,106,2
1245,4,264,3
1246,304,259,1
1247,37,403,5
1248,49,68,1
1249,303,1098,4
1250,165,372,5
1251,176,324,5
1252,3,335,1
1253,56,869,3
1254,44,15,4
1255,190,117,4
1256,29,189,4
1257,94,174,4
1258,130,949,3
1259,117,181,5
1260,303,779,1
1261,19,435,5
1262,194,191,4
1263,158,24,4
1264,56,447,4
1265,262,223,3
1266,181,1334,1
1267,214,137,4
1268,92,747,4
1269,188,96,5
1270,58,173,5
1271,244,154,5
1272,134,879,4
1273,298,625,4
1274,254,230,4
1275,230,138,3
1276,16,209,5
1277,151,835,5
1278,181,1327,1
1279,145,1248,3
1280,200,588,5
1281,248,257,3
1282,297,432,4
1283,312,133,5
1284,151,12,5
1285,110,568,3
1286,305,483,5
1287,141,258,5
1288,44,240,4
1289,186,263,3
1290,214,213,4
1291,233,208,4
1292,104,287,2
1293,312,153,2
1294,1,222,4
1295,206,323,1
1296,230,419,4
1297,56,450,3
1298,94,651,5
1299,205,316,4
1300,14,174,5
1301,268,790,2
1302,276,1081,3
1303,83,929,3
1304,268,580,3
1305,222,1041,3
1306,279,89,4
1307,5,424,1
1308,112,331,4
1309,296,429,5
1310,18,202,3
1311,13,868,5
1312,87,210,5
1313,10,285,5
1314,181,328,3
1315,23,463,4
1316,253,746,3
1317,234,228,3
1318,299,1047,2
1319,216,174,5
1320,290,208,3
1321,79,1161,2
1322,264,448,2
1323,4,303,5
1324,144,831,3
1325,138,517,4
1326,64,433,2
1327,276,357,5
1328,62,433,5
1329,239,475,5
1330,293,166,3
1331,130,234,5
1332,264,70,4
1333,208,197,5
1334,24,763,5
1335,279,1162,3
1336,3,245,1
1337,101,596,3
1338,162,1019,4
1339,223,908,1
1340,99,246,3
1341,239,430,3
1342,160,160,5
1343,172,580,4
1344,303,1160,2
1345,54,676,5
1346,44,507,3
1347,210,97,5
1348,164,930,4
1349,299,240,2
1350,28,217,3
1351,305,79,3
1352,18,729,3
1353,82,343,1
1354,109,1012,4
1355,207,25,4
1356,92,1209,1
1357,15,222,3
1358,58,709,5
1359,303,693,4
1360,152,111,5
1361,194,160,2
1362,92,241,3
1363,77,91,3
1364,244,662,3
1365,177,321,2
1366,131,221,3
1367,197,302,3
1368,227,50,4
1369,85,282,3
1370,295,72,4
1371,277,255,4
1372,279,96,4
1373,1,253,5
1374,18,182,4
1375,276,568,4
1376,87,177,5
1377,177,69,1
1378,213,13,4
1379,125,134,5
1380,128,739,4
1381,291,428,5
1382,25,208,4
1383,288,272,5
1384,207,1350,2
1385,271,56,3
1386,5,363,3
1387,274,748,5
1388,70,419,5
1389,311,559,2
1390,151,919,5
1391,199,268,5
1392,201,209,3
1393,99,274,1
1394,11,740,4
1395,59,77,4
1396,184,277,3
1397,222,88,4
1398,38,161,5
1399,59,418,2
1400,104,300,3
1401,298,1346,3
1402,180,1119,3
1403,7,674,2
1404,121,14,5
1405,268,1041,1
1406,252,277,4
1407,303,411,4
1408,210,527,5
1409,234,648,3
1410,312,573,5
1411,308,215,3
1412,234,1397,4
1413,75,546,3
1414,117,15,5
1415,246,239,3
1416,64,516,5
1417,85,187,5
1418,239,81,3
1419,59,54,4
1420,256,220,3
1421,216,196,5
1422,203,282,1
1423,13,195,3
1424,144,153,5
1425,100,268,3
1426,210,274,5
1427,94,471,4
1428,13,807,1
1429,125,657,3
1430,65,1142,4
1431,1,113,5
1432,76,175,4
1433,294,508,4
1434,263,1451,4
1435,294,930,3
1436,121,117,1
1437,85,13,3
1438,303,426,3
1439,212,180,1
1440,6,492,5
1441,181,240,1
1442,279,746,5
1443,303,1109,4
1444,184,191,4
1445,310,116,5
1446,313,22,3
1447,314,1150,4
1448,13,121,5
1449,43,5,4
1450,58,214,2
1451,215,164,3
1452,62,288,2
1453,280,127,5
1454,161,898,3
1455,11,723,5
1456,94,218,3
1457,35,243,2
1458,311,566,4
1459,48,680,3
1460,85,604,4
1461,288,527,3
1462,184,514,5
1463,151,929,3
1464,90,690,4
1465,11,38,3
1466,104,1016,1
1467,106,582,4
1468,181,1010,1
1469,37,117,4
1470,276,845,4
1471,22,258,5
1472,70,82,4
1473,5,98,3
1474,308,95,4
1475,60,208,5
1476,270,778,5
1477,243,208,4
1478,92,540,2
1479,81,280,4
1480,293,412,1
1481,200,478,5
1482,13,308,3
1483,56,184,4
1484,116,250,4
1485,295,172,4
1486,63,1007,5
1487,295,235,4
1488,104,1010,1
1489,156,641,5
1490,269,1165,1
1491,160,430,5
1492,237,191,4
1493,287,252,1
1494,290,132,3
1495,45,109,5
1496,224,678,3
1497,145,764,2
1498,277,1011,3
1499,65,100,3
1500,272,1101,5
1501,116,255,3
1502,184,86,5
1503,285,151,5
1504,222,148,2
1505,72,28,4
1506,271,187,5
1507,94,211,5
1508,246,425,5
1509,115,8,5
1510,176,327,3
1511,13,396,3
1512,129,331,2
1513,257,1260,2
1514,147,904,5
1515,151,58,4
1516,184,660,3
1517,311,386,3
1518,105,268,4
1519,158,510,3
1520,34,312,4
1521,72,427,5
1522,263,416,5
1523,94,1048,4
1524,200,291,3
1525,45,118,4
1526,279,144,4
1527,145,22,5
1528,71,89,5
1529,182,69,5
1530,193,627,4
1531,214,302,4
1532,151,485,5
1533,102,322,3
1534,234,571,2
1535,249,930,2
1536,195,328,4
1537,109,258,5
1538,222,552,2
1539,282,288,4
1540,117,758,2
1541,23,381,4
1542,112,327,1
1543,303,145,1
1544,252,300,4
1545,151,372,5
1546,282,327,5
1547,304,237,5
1548,290,568,3
1549,64,160,4
1550,28,79,4
1551,168,1278,3
1552,265,471,4
1553,18,113,5
1554,83,82,5
1555,90,499,5
1556,234,1186,4
1557,87,196,5
1558,26,685,3
1559,150,129,4
1560,161,98,4
1561,70,210,4
1562,51,182,3
1563,222,1057,4
1564,92,176,5
1565,204,216,4
1566,164,685,5
1567,57,682,3
1568,184,207,4
1569,60,403,3
1570,92,180,5
1571,43,204,4
1572,222,1042,4
1573,197,300,4
1574,92,790,3
1575,294,282,3
1576,201,747,2
1577,201,215,2
1578,193,410,3
1579,271,705,4
1580,214,693,3
1581,73,657,5
1582,90,187,4
1583,315,273,3
1584,48,309,3
1585,255,472,1
1586,270,671,4
1587,66,7,3
1588,6,478,4
1589,101,222,3
1590,207,1046,4
1591,144,182,3
1592,85,83,4
1593,102,625,3
1594,158,770,5
1595,297,588,4
1596,90,507,5
1597,271,482,5
1598,130,901,1
1599,178,276,3
1600,90,245,3
1601,181,1094,1
1602,311,143,3
1603,267,17,4
1604,201,51,2
1605,194,647,4
1606,59,387,3
1607,1,227,4
1608,116,751,3
1609,170,292,5
1610,110,578,3
1611,60,1021,5
1612,287,347,4
1613,197,55,3
1614,38,679,5
1615,195,1014,4
1616,279,227,4
1617,84,748,4
1618,31,886,2
1619,316,98,5
1620,25,25,5
1621,168,274,4
1622,103,24,4
1623,299,588,4
1624,194,478,3
1625,287,294,5
1626,234,582,4
1627,279,1048,1
1628,87,9,4
1629,181,408,1
1630,279,1151,2
1631,49,47,5
1632,296,855,5
1633,44,95,4
1634,92,216,3
1635,135,39,3
1636,13,66,3
1637,262,386,3
1638,7,676,3
1639,116,942,3
1640,318,474,4
1641,141,826,2
1642,269,13,4
1643,222,1044,4
1644,82,455,4
1645,279,254,3
1646,42,685,4
1647,145,1245,5
1648,184,161,2
